"groupID";"tripID";"dayID";"focalID";"houseID";"locID";"food_items";"trip_distance";"maximum_distance";"trip_duration";"trip_range_MCP";"Energy_expenditure";"kcal";"infant_presence";"caregiverID_work";"caregiverID_walk";"membersID";"n_females";"n_males";"n_nursing";"n_earlyC";"n_middleC";"n_adolescent";"n_adult";"n_nursing_a";"n_nursing_b";"adolescent_f";"adolescent_m";"adult_f";"adult_m";"earlyC_f";"earlyC_m";"middleC_f";"middleC_m";"nursing_f";"nursing_m";"nursing_kin";"nursing_nonkin";"earlyC_kin";"earlyC_nonkin";"middleC_kin";"middleC_nonkin";"adolescent_kin";"adolescent_nonkin";"adult_kin";"adult_nonkin";"r=0.5";"r=0.25";"r=0.125";"r=0.0625";"r=0.03125";"kin";"nonkin";"first_order_kin";"close_kin";"distant_kin";"adolescent_f_kin";"adolescent_m_kin";"adult_f_kin";"adult_m_kin";"earlyC_f_kin";"earlyC_m_kin";"middleC_f_kin";"middleC_m_kin";"nursing_f_kin";"nursing_m_kin";"nursing_f_nonkin";"earlyC_f_nonkin";"middleC_f_nonkin";"adolescent_f_nonkin";"adult_f_nonkin"
351;466;2022-09-13;"SB67";15;"both_forest_garden";"leaves,mushrooms";6366.91252034242;814.269055778419;4.31111111111111;0.300913659591675;1.59808756240065;702.11000019499;FALSE;NA;NA;"SB69,SB76";0;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;-1;3;0;0;0;0;0;0;1;0;0;NA;NA;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
354;471;2022-09-13;"SB2";1;"forest";"animals";15774.18451848;1996.58469051325;6.23361111111111;0.516114407546997;1.22276361069208;665.01234;TRUE;"SB171";NA;"SB158,SB171,SB161";2;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;2;0;NA;NA;2;1;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
354;472;2022-09-13;"SB158";32;"forest";"animals";NA;NA;NA;NA;NA;513.96381;TRUE;"SB171";"SB171";"SB2,SB171,SB5";3;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;NA;NA;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
356;474;2022-09-13;"SB2";1;"garden";NA;54.5995998238907;218.874719860301;0.0436111111111111;0.000153917739868164;0.841652196969697;NA;FALSE;NA;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
357;475;2022-09-14;"SB62";14;"forest";NA;2218.68564597158;971.36882411084;0.575555555555556;0.0431060977478027;3.16506288690282;NA;TRUE;NA;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;477;2022-09-14;"SB2";1;"garden";"leaves,tubers";3873.67364423048;1247.64732378088;1.81222222222222;0.133667503723145;2.3722984433456;9143.45240108298;FALSE;NA;NA;"SB12";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
362;482;2022-09-14;"SB11";3;"forest";"nuts";76.923826846203;205.201246172971;0.0875;8.03794097900391e-05;1.06829122685185;4116.42;TRUE;NA;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;483;2022-09-14;"SB34";8;"garden";"tubers";897.644301578586;398.580595207772;0.743055555555556;0.00502972549438477;1.7813649761709;4179.1736;TRUE;"SB13";"SB22";"SB17,SB13,SB22";2;1;0;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;-1;2;1;0;0;0;0;1;0;1;0;NA;NA;2;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
364;484;2022-09-14;"SB53";12;"both_forest_garden";"tubers";1336.79359693368;417.903352210998;1.30888888888889;0.0185643051147461;3.09585337956463;649.152;TRUE;"SB54";NA;"SB54";1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;NA;NA;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
365;485;2022-09-14;"SB11";3;"garden";"leaves";175.734622838704;264.739903957647;0.222222222222222;0.000473726287841797;0.894567557393536;216.070000108035;FALSE;NA;NA;"SB13";0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;2;0;0;0;0;0;0;1;0;0;NA;NA;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
366;486;2022-09-14;"SB75";16;"forest";"mushrooms";12353.0799374269;1753.10933772702;6.35694444444444;0.84021479737854;0.958416922101206;80.6;FALSE;NA;NA;"SB67,SB72";2;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
366;487;2022-09-14;"SB67";15;"forest";"mushrooms";10281.9237133129;1556.96661858568;6.82194444444444;0.962978479202271;1.85081246417126;102.3;TRUE;"SB75";NA;"SB75";1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
367;488;2022-09-14;"SB27";6;"forest";"animals,leaves";9112.04476001094;1214.4575104835;4.44805555555556;0.438128204086304;2.82955560826924;685.555172857143;TRUE;NA;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
368;489;2022-09-14;"SB125";24;"forest";"tubers,animals";14396.503596508;2380.46893933357;5.82277777777778;0.987651343963623;2.12785975448773;5003.32866;TRUE;NA;NA;"SB147,SB127,SB137,SB134";2;2;1;1;0;0;2;1;0;0;0;2;0;0;1;0;0;0;1;0;1;-1;2;0;0;0;0;0;2;1;0;0;NA;NA;1;3;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
368;490;2022-09-14;"SB134";25;"forest";"leaves,animals";11755.3408586888;2396.7171148728;5.8125;0.907983985946655;1.72735782009053;331.426674285714;TRUE;NA;NA;"SB147,SB127,SB125,SB130";2;2;1;1;0;0;2;1;0;0;0;2;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;0;0;NA;NA;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
369;492;2022-09-14;"SB20";5;"forest";"leaves";9357.61517236706;1692.43136020093;4.36277777777778;0.339939084823608;1.97068687240248;61.8;TRUE;NA;NA;"SB19";0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370;493;2022-09-14;"SB163";33;"both_forest_garden";"leaves,tubers";8983.87721287624;1286.45012592904;4.42666666666667;0.187001286102295;1.33010692478087;2693.56114285714;TRUE;"SB162";"SB162";"SB162";0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371;494;2022-09-14;"SB114";22;"forest";"animals";NA;NA;NA;NA;NA;218.84589;TRUE;NA;NA;"SB104,SB118";2;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;NA;NA;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
371;495;2022-09-14;"SB104";21;"forest";"animals,mushrooms";17012.3104163;2421.9232200497;6.11527777777778;1.1494738296051;2.7155899069791;265.21263;FALSE;NA;NA;"SB114,SB118,SB115";2;1;1;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;NA;NA;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
372;496;2022-09-14;"SB107";22;"forest";"mushrooms,tubers,leaves";13006.4515835224;2148.15610249004;5.9275;0.568413271789551;1.85325975821406;4371.17714285714;FALSE;NA;NA;"SB93,SB86,SB83";2;1;0;0;1;0;2;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;2;1;0;NA;NA;3;0;2;3;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0
372;497;2022-09-14;"SB93";20;"forest";"leaves,mushrooms,tubers";16861.0389416044;2038.53929294334;5.93166666666667;0.568259124435425;2.63110700487296;4919.08142857143;FALSE;NA;NA;"SB86,SB107,SB83";2;1;0;0;1;0;2;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;2;1;0;NA;NA;3;0;2;3;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0
373;498;2022-09-14;"SB169";34;"forest";NA;14111.3537007462;2237.03611494122;8.2325;0.725813059295654;3.79345189065062;NA;TRUE;"SB158";"SB158";"SB158,SB161";1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;NA;NA;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
373;499;2022-09-14;"SB158";32;"forest";NA;12901.1453574164;2260.14083361691;8.94277777777778;0.740112291549683;3.11419653570366;NA;TRUE;"SB169";"SB169";"SB169,SB175";2;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
385;514;2022-09-15;"SB67";15;"garden";"leaves";NA;NA;NA;NA;NA;1681.13000084057;FALSE;NA;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
386;515;2022-09-15;"SB75";16;"garden";"leaves";775.007549231153;424.707588766541;0.434166666666667;0.00545726205444336;1.15483199074074;1338.58000066929;TRUE;NA;NA;"SB93";1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
386;516;2022-09-15;"SB93";20;"garden";"leaves";794.4034782431;435.119748896904;0.430555555555556;0.00477830256652832;2.76760656028369;1797.07000089853;FALSE;NA;NA;"SB75,SB78";2;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
387;517;2022-09-15;"SB155";31;"forest";"fruits,leaves,tubers";16087.141412489;1240.75896014061;7.38333333333333;0.268789125091553;2.43226253751678;10547.9928248703;FALSE;NA;NA;"SB29,SB164,SB170,SB144,SB171";5;0;0;1;1;2;1;0;0;2;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;2;0;0;1;0;4;0;NA;NA;4;1;0;4;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;1
387;518;2022-09-15;"SB144";27;"forest";"leaves,fruits,tubers";13602.4050465638;1261.62467365364;7.37777777777778;0.277550599029541;2.27759200456323;4500.14;FALSE;NA;NA;"SB155,SB29,SB164,SB170,SB171";5;0;0;1;1;2;1;0;0;2;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;2;0;1;0;0;0;NA;NA;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1
389;520;2022-09-15;"SB62";14;"garden";"leaves,tubers";NA;NA;NA;NA;NA;4551.64440031883;FALSE;NA;NA;"SB2,SB4,SB5";2;1;2;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
389;521;2022-09-15;"SB2";1;"garden";"leaves,tubers";905.70919986796;391.540678904245;0.911111111111111;0.0097344273223877;2.09246102407803;5105.29840045849;TRUE;NA;NA;"SB62,SB4";1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;NA;NA;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
391;523;2022-09-15;"SB114";22;"forest";"leaves,mushrooms,tubers";NA;NA;NA;NA;NA;5551.79428571428;FALSE;NA;NA;"SB89,SB104,SB103,SB108,SB105,SB83,SB86,SB87";6;2;1;1;1;2;3;1;0;2;0;3;0;1;0;0;1;0;1;0;1;0;1;0;1;0;2;0;3;0;0;0;NA;NA;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3
391;524;2022-09-15;"SB89";19;"forest";"leaves,tubers,mushrooms";18553.4591548296;2147.88459285913;7.29805555555556;0.682632575149536;2.07752628037062;5588.70714285714;FALSE;NA;NA;"SB114,SB104,SB103,SB108,SB105,SB83,SB86,SB87";6;2;1;1;1;2;3;1;0;2;0;3;0;1;0;0;1;0;1;0;1;1;0;1;0;2;0;2;1;1;2;3;NA;NA;6;2;1;3;4;2;0;2;0;1;0;0;1;0;0;0;0;0;0;1
391;525;2022-09-15;"SB104";21;"both_forest_garden";"leaves,mushrooms,tubers";12119.1677320414;2160.31152144562;7.77277777777778;0.667796266113281;2.49732670731384;1642.13571470204;TRUE;NA;NA;"SB114,SB89,SB103,SB108,SB83,SB86,SB87";6;1;0;1;1;1;4;0;0;1;0;4;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;3;1;1;3;2;NA;NA;6;1;1;4;2;1;0;3;0;1;0;0;1;0;0;0;0;0;0;1
392;526;2022-09-15;"SB107";22;"forest";"leaves,tubers,mushrooms";12033.455397149;2220.64592952255;6.64027777777778;0.734622155792236;1.43746704545021;2572.27142857143;FALSE;NA;NA;"SB110";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;NA;NA;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
394;528;2022-09-15;"SB27";6;"forest";"leaves,animals";14786.5978508787;1362.09913401397;7.84333333333333;0.481921604354858;2.80586011953476;2360.33931428571;TRUE;NA;NA;"SB56,SB53,SB54";2;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;NA;NA;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
394;529;2022-09-15;"SB53";12;"forest";"tubers,animals,leaves";NA;NA;NA;NA;NA;1244.27558857143;TRUE;"SB54";"SB54";"SB27,SB31,SB54";3;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;NA;NA;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1
396;531;2022-09-16;"SB53";12;"both_forest_garden";"tubers,nuts";839.042462111569;443.407263354467;0.5;0.00513571231079102;2.94700955252918;9298.1712;TRUE;"SB54";NA;"SB54";1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;NA;NA;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
397;532;2022-09-16;"SB20";5;"garden";"tubers";NA;NA;NA;NA;NA;8321.768;TRUE;"SB22";"SB22";"SB22";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;NA;NA;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
399;534;2022-09-16;"SB27";6;"garden";"tubers,leaves";3698.27008804176;1215.9269170335;1.91111111111111;0.120197755859375;3.05062708170647;6925.75560096178;TRUE;"SB26";NA;"SB26";0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400;535;2022-09-16;"SB39";10;"forest";"animals,tubers";NA;NA;NA;NA;NA;2069.97735;TRUE;"SB42,SB38,SB43,SB41";"SB38,SB41";"SB42,SB38,SB43,SB41";2;2;0;2;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;2;1;0;0;0;0;1;3;0;0;NA;NA;3;1;3;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
402;538;2022-09-16;"SB27";6;"forest";"nuts";240.242100511235;237.999391101667;0.436111111111111;0.000538712005615234;1.88471937934083;13154.4;TRUE;NA;NA;"SB26";0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403;539;2022-09-16;"SB158";32;"forest";"tubers";12476.4615958823;2835.94268300117;5.65333333333333;1.08968442498779;3.15391266973397;760.4352;TRUE;"SB171";NA;"SB171";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
404;540;2022-09-16;"SB53";12;"forest";"animals";8617.96864975171;1751.83358795812;4.76222222222222;0.294501359573364;2.54206517746138;41.37633;TRUE;"SB54";NA;"SB47,SB64,SB62,SB63,SB34,SB17,SB9,SB24,SB147,SB13,SB50,SB11,SB22,SB23,SB20,SB144,SB25,SB54,SB36";15;4;4;4;3;0;8;3;1;0;0;8;0;3;1;1;2;3;1;0;4;1;3;0;3;0;0;0;8;1;0;0;NA;NA;1;18;1;1;0;0;0;0;0;1;0;0;0;0;0;3;2;1;0;8
404;541;2022-09-16;"SB144";27;"forest";"animals,leaves";12818.8439052616;1827.6624309353;4.77333333333333;0.34231715586853;2.82967496459755;167.902705714286;FALSE;NA;NA;"SB47,SB64,SB62,SB63,SB34,SB17,SB9,SB24,SB147,SB13,SB50,SB11,SB22,SB23,SB20,SB56,SB53,SB25,SB54,SB36";15;5;5;4;3;0;8;4;1;0;0;8;0;3;1;1;2;3;2;2;3;1;3;3;0;0;0;2;6;3;2;1;NA;NA;10;10;3;5;3;0;0;2;0;2;1;1;2;1;1;2;1;0;0;6
404;542;2022-09-16;"SB62";14;"forest";"animals";6856.00106556324;1720.54313298263;4.78305555555556;0.293986524841309;1.47384922702251;75.77352;TRUE;"SB147";NA;"SB47,SB63,SB34,SB17,SB9,SB24,SB147,SB13,SB50,SB11,SB22,SB23,SB20,SB144,SB56,SB53,SB25,SB54,SB36";14;5;4;4;3;0;8;3;1;0;0;8;0;3;1;1;2;2;2;1;3;0;4;0;3;0;0;1;7;2;0;0;NA;NA;2;17;2;2;0;0;0;1;0;0;0;0;0;1;0;1;3;1;0;7
404;544;2022-09-16;"SB34";8;"forest";"animals";11312.9613768599;1824.88146930896;4.78277777777778;0.341348784667969;1.45321701024574;157.03065;TRUE;"SB17";NA;"SB47,SB64,SB62,SB63,SB17,SB9,SB24,SB147,SB13,SB50,SB11,SB22,SB23,SB20,SB144,SB56,SB53,SB25,SB54";15;4;4;4;3;0;8;3;1;0;0;8;0;3;1;1;2;3;1;1;3;1;3;3;0;0;0;2;6;3;1;1;NA;NA;9;10;3;4;3;0;0;2;0;2;1;1;2;1;0;2;1;0;0;6
404;545;2022-09-16;"SB11";3;"forest";"mushrooms,animals";NA;NA;NA;NA;NA;254.86463;FALSE;NA;NA;"SB47,SB64,SB62,SB63,SB34,SB17,SB9,SB24,SB147,SB13,SB50,SB22,SB23,SB20,SB144,SB56,SB53,SB25,SB54,SB36";15;5;5;4;3;0;8;4;1;0;0;8;0;3;1;1;2;3;2;2;3;1;3;3;0;0;0;2;6;4;1;1;NA;NA;10;10;4;5;3;0;0;2;0;2;1;1;2;1;1;2;1;0;0;6
404;546;2022-09-16;"SB20";5;"forest";"animals,mushrooms,leaves";9940.78019848741;1859.7595655085;4.73638888888889;0.324751405960083;2.19415232258493;553.403554285714;TRUE;"SB22";"SB22";"SB47,SB64,SB62,SB63,SB34,SB17,SB9,SB24,SB147,SB13,SB50,SB11,SB22,SB23,SB144,SB56,SB53,SB54,SB36";14;5;4;4;3;0;8;3;1;0;0;8;0;3;1;1;2;2;2;0;4;1;3;2;1;0;0;1;7;1;0;0;NA;NA;4;15;4;4;6;0;0;1;0;1;0;1;1;0;0;2;2;0;0;7
408;550;2022-09-16;"SB134";25;"garden";"leaves,tubers";NA;NA;NA;NA;NA;5226.04560056916;FALSE;NA;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
409;551;2022-09-16;"SB155";31;"forest";"leaves,animals";NA;NA;NA;NA;NA;917.539894285714;FALSE;NA;NA;"SB164,SB151,SB170,SB165";3;1;0;0;1;2;1;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;1;0;3;0;NA;NA;3;1;0;3;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1
411;554;2022-09-16;"SB62";14;"garden";"leaves";NA;NA;NA;NA;NA;764.150000382075;FALSE;NA;NA;"SB147";1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;NA;NA;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
412;555;2022-09-16;"SB67";15;"forest";"leaves,animals";6841.87378928078;1530.37747771517;3.27944444444444;0.565223538391113;1.76013714017183;947.363;FALSE;NA;NA;"SB73";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
413;556;2022-09-16;"SB34";8;"garden";"crops";517.234389539433;368.834379369116;0.130555555555556;0.00454056636047363;3.19028498122271;3848.25;TRUE;NA;NA;"SB50,SB43,SB41";3;0;0;2;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;NA;NA;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0
414;557;2022-09-16;"SB53";12;"garden";"leaves,tubers";764.707431810333;458.615776269187;0.37;0.00495614126586914;1.667888572018;1917.4792003689;TRUE;NA;NA;"SB54";1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;NA;NA;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
416;559;2022-09-16;"SB62";14;"forest";"nuts";NA;NA;NA;NA;NA;3110.4;FALSE;NA;NA;"SB53";1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
416;560;2022-09-16;"SB53";12;"forest";"nuts";NA;NA;NA;NA;NA;2663.28;FALSE;NA;NA;"SB62";1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
417;561;2022-09-16;"SB2";1;"forest";"leaves,mushrooms";13507.0397283724;2371.63963732668;6.86444444444444;1.02751207800293;1.92015766067593;478.552857142857;TRUE;NA;NA;"SB169,SB175";2;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;NA;NA;2;0;1;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
417;562;2022-09-16;"SB169";34;"forest";"leaves,mushrooms";12867.4917535008;2360.15633261807;7.16472222222222;1.00299010978699;2.80944212663558;561.657142857143;TRUE;NA;NA;"SB2,SB5";2;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;NA;NA;2;0;1;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
418;563;2022-09-16;"SB89";19;"forest";"animals";20165.615493448;3905.98526963142;8.07333333333333;4.21635992282105;2.03254404153218;8968.5632;FALSE;NA;NA;"SB93,SB103,SB97,SB118,SB115,SB94,SB114";5;2;1;0;1;1;4;0;1;1;0;4;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;2;2;0;2;2;NA;NA;4;3;0;2;2;1;0;2;0;0;0;0;1;0;0;0;0;0;0;2
418;564;2022-09-16;"SB93";20;"forest";"leaves,animals";22327.4115684197;3952.67554559046;8.11805555555556;4.23835743373108;2.75362565488022;828.173;FALSE;NA;NA;"SB89,SB103,SB97,SB118,SB115,SB94,SB114";5;2;1;0;1;1;4;0;1;1;0;4;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;2;2;3;1;0;NA;NA;4;3;3;4;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;2
419;565;2022-09-17;"SB62";14;"forest";NA;2280.55579674978;946.489027628117;0.642777777777778;0.0370792543945312;2.73489644439645;NA;TRUE;NA;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420;566;2022-09-17;"SB2";1;"forest";"animals";NA;NA;NA;NA;NA;1001.38856;FALSE;NA;NA;"SB21,SB23,SB8";0;3;0;0;2;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;NA;NA;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
425;572;2022-09-17;"SB11";3;"both_forest_garden";"leaves";3496.94943580678;1188.54753535369;1.57805555555556;0.0607938978424072;1.71732835118035;374.170000187085;FALSE;NA;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
426;573;2022-09-17;"SB114";22;"garden";"leaves,tubers";4367.91338808566;1188.98434967059;2.44083333333333;0.0994214755554199;1.91426092055389;3650.36320086955;FALSE;NA;NA;"SB118";1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
